name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Bryan Walker,bryan.walker@gmail.com,2014-06-16,0,None,None,1,1,1,35,1,2019-07-21
Bryan Walker,bryan.walker@gmail.com,2014-06-16,0,None,None,1,1,1,35,1,2019-08-21
Bryan Walker,bryan.walker@gmail.com,2014-06-16,0,None,None,1,1,1,35,1,2019-09-21
Jacqueline Coleman,jacqueline.coleman@gmail.com,2015-10-10,0,None,None,1,1,1,5,3,2014-01-20
Jacqueline Coleman,jacqueline.coleman@gmail.com,2015-10-10,0,None,None,1,1,1,5,3,2014-02-20
Ashley Cole,ashley.cole@gmail.com,2008-02-06,0,None,None,1,1,1,35,2,2018-05-01
Ashley Cole,ashley.cole@gmail.com,2008-02-06,0,None,None,1,1,1,35,2,2018-06-01
Ashley Cole,ashley.cole@gmail.com,2008-02-06,0,None,None,1,1,1,35,2,2018-07-01
Ashley Cole,ashley.cole@gmail.com,2008-02-06,0,None,None,1,1,1,35,2,2018-08-01
Ashley Cole,ashley.cole@gmail.com,2008-02-06,0,None,None,1,1,1,35,2,2018-09-01
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2017-09-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2017-10-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2017-11-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2017-12-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-01-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-02-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-03-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-04-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-05-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-06-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-07-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-08-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-09-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-10-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-11-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2018-12-16
Noah Perez,noah.perez@gmail.com,2009-01-25,0,None,None,1,1,1,100,1,2019-01-16
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2023-12-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-01-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-02-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-03-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-04-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-05-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-06-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-07-19
Karen Lawson,karen.lawson@gmail.com,2016-11-21,0,None,None,1,1,1,5,3,2024-08-19
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-02-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-03-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-04-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-05-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-06-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-07-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-08-17
Ann Bailey,ann.bailey@gmail.com,2008-05-25,0,None,None,1,1,1,100,1,2010-09-17
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-01-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-02-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-03-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-04-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-05-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-06-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-07-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-08-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-09-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-10-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-11-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2008-12-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-01-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-02-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-03-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-04-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-05-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-06-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-07-07
David Herman,david.herman@gmail.com,2014-06-15,0,None,None,1,1,1,15,3,2009-08-07
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2013-12-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-01-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-02-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-03-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-04-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-05-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-06-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-07-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-08-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-09-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-10-26
Joy Braun,joy.braun@gmail.com,2011-10-11,0,None,None,1,1,1,5,3,2014-11-26
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-07-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-08-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-09-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-10-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-11-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2017-12-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-01-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-02-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-03-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-04-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-05-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-06-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-07-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-08-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-09-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-10-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-11-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2018-12-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2019-01-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2019-02-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2019-03-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2019-04-02
Katherine Bailey,katherine.bailey@gmail.com,2018-02-08,0,None,None,1,1,1,1,1,2019-05-02
Janice Swanson MD,janice swanson md.@gmail.com,2011-01-03,0,None,None,1,1,1,15,1,2016-07-15
Janice Swanson MD,janice swanson md.@gmail.com,2011-01-03,0,None,None,1,1,1,15,1,2016-08-15
Janice Swanson MD,janice swanson md.@gmail.com,2011-01-03,0,None,None,1,1,1,15,1,2016-09-15
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2020-11-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2020-12-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-01-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-02-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-03-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-04-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-05-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-06-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-07-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-08-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-09-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-10-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-11-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2021-12-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2022-01-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2022-02-02
Ian Diaz,ian.diaz@gmail.com,2012-05-24,0,None,None,1,1,1,20,1,2022-03-02
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-02-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-03-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-04-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-05-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-06-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-07-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-08-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-09-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-10-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-11-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2013-12-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-01-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-02-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-03-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-04-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-05-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-06-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-07-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-08-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-09-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-10-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-11-19
Carol Banks,carol.banks@gmail.com,2012-11-14,0,None,None,1,1,1,5,2,2014-12-19
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2017-09-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2017-10-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2017-11-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2017-12-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-01-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-02-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-03-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-04-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-05-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-06-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-07-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-08-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-09-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-10-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-11-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2018-12-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-01-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-02-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-03-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-04-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-05-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-06-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-07-08
Brandon Silva,brandon.silva@gmail.com,2017-12-01,0,None,None,1,1,1,5,1,2019-08-08
Diane Riggs,diane.riggs@gmail.com,2017-08-19,0,None,None,1,1,1,90,3,2007-03-30
Diane Riggs,diane.riggs@gmail.com,2017-08-19,0,None,None,1,1,1,90,3,2007-04-30
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-05-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-06-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-07-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-08-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-09-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-10-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-11-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2008-12-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-01-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-02-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-03-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-04-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-05-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-06-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-07-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-08-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-09-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-10-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-11-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2009-12-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2010-01-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2010-02-05
Jerry Brown,jerry.brown@gmail.com,2023-08-02,0,None,None,1,1,1,90,1,2010-03-05
Suzanne Woodward,suzanne.woodward@gmail.com,2022-12-12,0,None,None,1,1,1,10,2,2013-11-07
Suzanne Woodward,suzanne.woodward@gmail.com,2022-12-12,0,None,None,1,1,1,10,2,2013-12-07
Suzanne Woodward,suzanne.woodward@gmail.com,2022-12-12,0,None,None,1,1,1,10,2,2014-01-07
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-03-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-04-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-05-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-06-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-07-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-08-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-09-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-10-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-11-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2013-12-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-01-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-02-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-03-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-04-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-05-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-06-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-07-26
Carol Chapman,carol.chapman@gmail.com,2016-04-18,0,None,None,1,1,1,1,2,2014-08-26
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-06-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-07-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-08-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-09-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-10-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-11-15
Scott Calhoun,scott.calhoun@gmail.com,2014-04-22,0,None,None,1,1,1,10,2,2023-12-15
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-07-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-08-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-09-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-10-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-11-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2015-12-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-01-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-02-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-03-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-04-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-05-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-06-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-07-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-08-17
Kelly Kennedy,kelly.kennedy@gmail.com,2007-03-23,0,None,None,1,1,1,70,2,2016-09-17
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2009-11-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2009-12-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-01-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-02-28
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-03-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-04-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-05-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-06-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-07-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-08-29
Brittney Bentley,brittney.bentley@gmail.com,2011-04-28,0,None,None,1,1,1,20,3,2010-09-29
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2017-12-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-01-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-02-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-03-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-04-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-05-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-06-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-07-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-08-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-09-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-10-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-11-21
James Cochran,james.cochran@gmail.com,2015-11-25,0,None,None,1,1,1,50,2,2018-12-21
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-01-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-02-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-03-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-04-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-05-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-06-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-07-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-08-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-09-28
Susan Harvey,susan.harvey@gmail.com,2007-06-06,0,None,None,1,1,1,100,1,2011-10-28
Vanessa Bryant,vanessa.bryant@gmail.com,2011-04-01,0,None,None,1,1,1,20,2,2011-04-23
Vanessa Bryant,vanessa.bryant@gmail.com,2011-04-01,0,None,None,1,1,1,20,2,2011-05-23
Sandra Rodriguez,sandra.rodriguez@gmail.com,2006-11-21,0,None,None,1,1,1,1,3,2007-11-09
Sandra Rodriguez,sandra.rodriguez@gmail.com,2006-11-21,0,None,None,1,1,1,1,3,2007-12-09
Sandra Rodriguez,sandra.rodriguez@gmail.com,2006-11-21,0,None,None,1,1,1,1,3,2008-01-09
Sandra Rodriguez,sandra.rodriguez@gmail.com,2006-11-21,0,None,None,1,1,1,1,3,2008-02-09
