name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2020-12-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-01-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-02-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-03-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-04-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-05-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-06-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-07-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-08-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-09-10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,None,None,1,1,1,8132.27,1,2021-10-10
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2008-12-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-01-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-02-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-03-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-04-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-05-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-06-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-07-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-08-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-09-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-10-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-11-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2009-12-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2010-01-08
Harold Davis,harold.davis@gmail.com,2008-12-08,0,None,None,1,1,1,90.36,1,2010-02-08
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-03-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-04-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-05-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-06-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-07-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-08-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-09-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-10-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-11-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2009-12-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-01-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-02-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-03-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-04-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-05-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-06-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-07-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-08-03
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,None,None,1,1,1,8132.27,2,2010-09-03
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2019-11-08
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2019-12-08
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2020-01-08
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2020-02-08
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2020-03-08
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,None,None,1,1,1,3162.55,1,2020-04-08
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2010-10-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2010-11-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2010-12-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-01-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-02-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-03-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-04-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-05-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-06-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-07-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-08-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-09-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-10-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-11-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2011-12-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-01-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-02-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-03-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-04-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-05-17
Juan Allen,juan.allen@gmail.com,2010-10-17,0,None,None,1,1,1,3162.55,3,2012-06-17
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-07-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-08-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-09-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-10-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-11-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2021-12-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2022-01-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2022-02-08
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,None,None,1,1,1,6325.1,2,2022-03-08
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2018-11-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2018-12-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-01-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-02-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-03-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-04-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-05-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-06-16
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,None,None,1,1,1,8132.27,1,2019-07-16
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-06-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-07-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-08-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-09-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-10-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-11-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2022-12-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-01-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-02-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-03-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-04-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-05-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-06-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-07-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-08-25
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,None,None,1,1,1,3162.55,1,2023-09-25
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-02-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-03-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-04-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-05-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-06-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-07-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-08-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-09-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-10-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-11-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2011-12-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-01-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-02-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-03-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-04-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-05-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-06-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-07-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-08-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-09-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-10-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-11-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2012-12-06
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,None,None,1,1,1,4517.93,3,2013-01-06
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2021-09-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2021-10-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2021-11-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2021-12-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-01-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-02-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-03-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-04-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-05-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-06-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-07-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-08-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-09-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-10-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-11-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2022-12-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2023-01-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2023-02-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2023-03-09
Maria Anthony,maria.anthony@gmail.com,2021-09-09,0,None,None,1,1,1,8132.27,1,2023-04-09
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2017-10-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2017-11-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2017-12-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-01-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-02-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-03-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-04-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-05-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-06-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-07-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-08-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-09-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-10-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-11-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2018-12-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-01-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-02-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-03-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-04-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-05-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-06-04
Jennifer Miller,jennifer.miller@gmail.com,2017-10-04,0,None,None,1,1,1,451.79,3,2019-07-04
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-05-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-06-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-07-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-08-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-09-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-10-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-11-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2013-12-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-01-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-02-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-03-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-04-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-05-21
Roger Caldwell,roger.caldwell@gmail.com,2013-05-21,0,None,None,1,1,1,90.36,3,2014-06-21
Lindsay Ali,lindsay.ali@gmail.com,2021-12-31,0,None,None,1,1,1,1355.38,1,2021-12-31
Lindsay Ali,lindsay.ali@gmail.com,2021-12-31,0,None,None,1,1,1,1355.38,1,2022-01-31
Lindsay Ali,lindsay.ali@gmail.com,2021-12-31,0,None,None,1,1,1,1355.38,1,2022-02-28
Lindsay Ali,lindsay.ali@gmail.com,2021-12-31,0,None,None,1,1,1,1355.38,1,2022-03-31
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2014-11-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2014-12-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-01-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-02-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-03-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-04-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-05-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-06-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-07-16
Ashley Wallace,ashley.wallace@gmail.com,2014-11-16,0,None,None,1,1,1,1355.38,1,2015-08-16
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-01-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-02-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-03-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-04-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-05-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-06-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-07-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-08-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-09-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-10-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-11-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2018-12-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-01-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-02-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-03-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-04-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-05-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-06-04
Vanessa Dunn,vanessa.dunn@gmail.com,2018-01-04,0,None,None,1,1,1,90.36,1,2019-07-04
Mary Navarro,mary.navarro@gmail.com,2020-12-15,0,None,None,1,1,1,451.79,2,2020-12-15
Mary Navarro,mary.navarro@gmail.com,2020-12-15,0,None,None,1,1,1,451.79,2,2021-01-15
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2023-09-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2023-10-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2023-11-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2023-12-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-01-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-02-29
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-03-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-04-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-05-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-06-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-07-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-08-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-09-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-10-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-11-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2024-12-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2025-01-30
Michael Collins,michael.collins@gmail.com,2023-09-30,0,None,None,1,1,1,8132.27,1,2025-02-28
Laura Williams,laura.williams@gmail.com,2019-08-22,0,None,None,1,1,1,1355.38,2,2019-08-22
Laura Williams,laura.williams@gmail.com,2019-08-22,0,None,None,1,1,1,1355.38,2,2019-09-22
Laura Williams,laura.williams@gmail.com,2019-08-22,0,None,None,1,1,1,1355.38,2,2019-10-22
Laura Williams,laura.williams@gmail.com,2019-08-22,0,None,None,1,1,1,1355.38,2,2019-11-22
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2009-09-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2009-10-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2009-11-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2009-12-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-01-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-02-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-03-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-04-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-05-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-06-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-07-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-08-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-09-23
Carl Lewis,carl.lewis@gmail.com,2009-09-23,0,None,None,1,1,1,8132.27,3,2010-10-23
