name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date,donation_month
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-03-14,3
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-04-14,4
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-05-14,5
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-06-14,6
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-07-14,7
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-08-14,8
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-09-14,9
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-10-14,10
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-11-14,11
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2017-12-14,12
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2018-01-14,1
Samantha Cruz,samantha.cruz@gmail.com,2016-11-14,0,Particular,Particular,1,1,1,903.59,2,2018-02-14,2
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2020-12-16,12
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-01-16,1
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-02-16,2
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-03-16,3
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-04-16,4
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-05-16,5
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-06-16,6
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-07-16,7
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-08-16,8
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-09-16,9
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-10-16,10
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-11-16,11
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2021-12-16,12
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-01-16,1
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-02-16,2
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-03-16,3
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-04-16,4
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-05-16,5
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-06-16,6
Shane King,shane.king@gmail.com,2020-12-16,0,Particular,Particular,1,1,1,4517.93,2,2022-07-16,7
Michael Harding,michael.harding@gmail.com,2013-08-19,0,Particular,Particular,1,1,1,1807.17,2,2013-08-19,8
Michael Harding,michael.harding@gmail.com,2013-08-19,0,Particular,Particular,1,1,1,1807.17,2,2013-09-19,9
Michael Harding,michael.harding@gmail.com,2013-08-19,0,Particular,Particular,1,1,1,1807.17,2,2013-10-19,10
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2013-08-27,8
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2013-09-27,9
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2013-10-27,10
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2013-11-27,11
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2013-12-27,12
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-01-27,1
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-02-27,2
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-03-27,3
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-04-27,4
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-05-27,5
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-06-27,6
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-07-27,7
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-08-27,8
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-09-27,9
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-10-27,10
Michael Lewis,michael.lewis@gmail.com,2013-08-27,0,Particular,Particular,1,1,1,3162.55,2,2014-11-27,11
Julia Davis,julia.davis@gmail.com,2020-09-25,0,Particular,Particular,1,1,1,3162.55,1,2020-09-25,9
Julia Davis,julia.davis@gmail.com,2020-09-25,0,Particular,Particular,1,1,1,3162.55,1,2020-10-25,10
Julia Davis,julia.davis@gmail.com,2020-09-25,0,Particular,Particular,1,1,1,3162.55,1,2020-11-25,11
Julia Davis,julia.davis@gmail.com,2020-09-25,0,Particular,Particular,1,1,1,3162.55,1,2020-12-25,12
Deborah Barrera DDS,deborah barrera dds.@gmail.com,2015-12-29,0,Particular,Particular,1,1,1,451.79,2,2015-12-29,12
Deborah Barrera DDS,deborah barrera dds.@gmail.com,2015-12-29,0,Particular,Particular,1,1,1,451.79,2,2016-01-29,1
Deborah Barrera DDS,deborah barrera dds.@gmail.com,2015-12-29,0,Particular,Particular,1,1,1,451.79,2,2016-02-29,2
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2021-10-05,10
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2021-11-05,11
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2021-12-05,12
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-01-05,1
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-02-05,2
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-03-05,3
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-04-05,4
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-05-05,5
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-06-05,6
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-07-05,7
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-08-05,8
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-09-05,9
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-10-05,10
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-11-05,11
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2022-12-05,12
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2023-01-05,1
Kim Hicks,kim.hicks@gmail.com,2021-10-05,0,Particular,Particular,1,1,1,4517.93,1,2023-02-05,2
Kristen Garcia,kristen.garcia@gmail.com,2023-11-23,0,Particular,Particular,1,1,1,6325.1,2,2023-11-23,11
Kristen Garcia,kristen.garcia@gmail.com,2023-11-23,0,Particular,Particular,1,1,1,6325.1,2,2023-12-23,12
Kristen Garcia,kristen.garcia@gmail.com,2023-11-23,0,Particular,Particular,1,1,1,6325.1,2,2024-01-23,1
Kristen Garcia,kristen.garcia@gmail.com,2023-11-23,0,Particular,Particular,1,1,1,6325.1,2,2024-02-23,2
Kristen Garcia,kristen.garcia@gmail.com,2023-11-23,0,Particular,Particular,1,1,1,6325.1,2,2024-03-23,3
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-01-08,1
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-02-08,2
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-03-08,3
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-04-08,4
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-05-08,5
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-06-08,6
James Garcia,james.garcia@gmail.com,2019-01-08,0,Particular,Particular,1,1,1,9035.86,2,2019-07-08,7
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2008-09-13,9
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2008-10-13,10
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2008-11-13,11
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2008-12-13,12
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-01-13,1
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-02-13,2
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-03-13,3
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-04-13,4
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-05-13,5
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-06-13,6
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-07-13,7
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-08-13,8
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-09-13,9
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-10-13,10
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-11-13,11
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2009-12-13,12
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2010-01-13,1
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2010-02-13,2
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2010-03-13,3
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2010-04-13,4
John Miller,john.miller@gmail.com,2008-09-13,0,Particular,Particular,1,1,1,1355.38,1,2010-05-13,5
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2015-12-17,12
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-01-17,1
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-02-17,2
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-03-17,3
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-04-17,4
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-05-17,5
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-06-17,6
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-07-17,7
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-08-17,8
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-09-17,9
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-10-17,10
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-11-17,11
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2016-12-17,12
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-01-17,1
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-02-17,2
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-03-17,3
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-04-17,4
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-05-17,5
Tracy Wood,tracy.wood@gmail.com,2015-12-17,0,Particular,Particular,1,1,1,4517.93,3,2017-06-17,6
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-01-17,1
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-02-17,2
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-03-17,3
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-04-17,4
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-05-17,5
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-06-17,6
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-07-17,7
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-08-17,8
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-09-17,9
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-10-17,10
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-11-17,11
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2013-12-17,12
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2014-01-17,1
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2014-02-17,2
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2014-03-17,3
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2014-04-17,4
Matthew Brown V,matthew brown v.@gmail.com,2013-01-17,0,Particular,Particular,1,1,1,1355.38,2,2014-05-17,5
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2021-08-20,8
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2021-09-20,9
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2021-10-20,10
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2021-11-20,11
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2021-12-20,12
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-01-20,1
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-02-20,2
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-03-20,3
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-04-20,4
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-05-20,5
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-06-20,6
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-07-20,7
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-08-20,8
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-09-20,9
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-10-20,10
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-11-20,11
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2022-12-20,12
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-01-20,1
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-02-20,2
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-03-20,3
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-04-20,4
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-05-20,5
Daniel Shelton,daniel.shelton@gmail.com,2021-08-20,0,Particular,Particular,1,1,1,903.59,1,2023-06-20,6
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-02-12,2
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-03-12,3
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-04-12,4
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-05-12,5
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-06-12,6
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-07-12,7
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-08-12,8
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-09-12,9
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-10-12,10
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-11-12,11
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2023-12-12,12
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2024-01-12,1
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2024-02-12,2
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2024-03-12,3
Kristopher Glover,kristopher.glover@gmail.com,2023-02-12,0,Particular,Particular,1,1,1,451.79,3,2024-04-12,4
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-07-25,7
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-08-25,8
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-09-25,9
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-10-25,10
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-11-25,11
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2023-12-25,12
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2024-01-25,1
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2024-02-25,2
Shelley Buckley,shelley.buckley@gmail.com,2023-07-25,0,Particular,Particular,1,1,1,9035.86,3,2024-03-25,3
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-02-28,2
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-03-28,3
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-04-28,4
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-05-28,5
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-06-28,6
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-07-28,7
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-08-28,8
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-09-28,9
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-10-28,10
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-11-28,11
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2023-12-28,12
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2024-01-28,1
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2024-02-28,2
Judith Martinez,judith.martinez@gmail.com,2023-02-28,0,Particular,Particular,1,1,1,8132.27,2,2024-03-28,3
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2018-08-17,8
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2018-09-17,9
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2018-10-17,10
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2018-11-17,11
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2018-12-17,12
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-01-17,1
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-02-17,2
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-03-17,3
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-04-17,4
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-05-17,5
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-06-17,6
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-07-17,7
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-08-17,8
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-09-17,9
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-10-17,10
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-11-17,11
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2019-12-17,12
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2020-01-17,1
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2020-02-17,2
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2020-03-17,3
Christine Hughes,christine.hughes@gmail.com,2018-08-17,0,Particular,Particular,1,1,1,8132.27,3,2020-04-17,4
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2011-10-18,10
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2011-11-18,11
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2011-12-18,12
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-01-18,1
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-02-18,2
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-03-18,3
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-04-18,4
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-05-18,5
